team,player_name,player_type,batting_t20_m,batting_t20_inn,batting_t20_runs,batting_t20_bf,batting_t20_hs,batting_t20_avg,batting_t20_sr,batting_t20_no,batting_t20_4s,batting_t20_6s,batting_t20_50,batting_t20_100,batting_t20_200,bowling_t20_m,bowling_t20_inn,bowling_t20_b,bowling_t20_runs,bowling_t20_wkts,bowling_t20_avg,bowling_t20_econ,bowling_t20_sr,bowling_t20_bbi,bowling_t20_bbm,bowling_t20_5w,bowling_t20_10w,batting_ipl_m,batting_ipl_inn,batting_ipl_runs,batting_ipl_bf,batting_ipl_hs,batting_ipl_avg,batting_ipl_sr,batting_ipl_no,batting_ipl_4s,batting_ipl_6s,batting_ipl_50,batting_ipl_100,batting_ipl_200,bowling_ipl_m,bowling_ipl_inn,bowling_ipl_b,bowling_ipl_runs,bowling_ipl_wkts,bowling_ipl_avg,bowling_ipl_econ,bowling_ipl_sr,bowling_ipl_bbi,bowling_ipl_bbm,bowling_ipl_5w,bowling_ipl_10w,boundary_ratio,batting_consistency,economy_impact,strike_power,is_allrounder,player,IsPlaying,Credits,Player Type
DC,Vipraj Nigam,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,2.0,40.0,17.0,39.0,40.0,235.3,1.0,5.0,2.0,0.0,0.0,0.0,4.0,4.0,72.0,101.0,5.0,20.2,8.42,14.4,2/18,2/18,0.0,0.0,0.4117647058823529,0.1699957501062473,0.5938242280285035,0.3472222222222222,0,vipraj nigam,PLAYING,6.5,ALL
DC,Tristan Stubbs,BAT,35,29.0,670.0,497.0,76.0,29.13,134.81,6.0,57.0,28.0,2.0,0.0,0.0,35.0,2.0,12.0,41.0,0.0,0.0,20.5,0.0,0/20,0/20,0.0,0.0,22.0,21.0,522.0,304.0,71.0,43.5,171.72,9.0,36.0,31.0,3.0,0.0,0.0,22.0,4.0,30.0,57.0,4.0,14.25,11.4,7.5,2/11,2/11,0.0,0.0,0.2203947368421052,0.253319357092942,0.3508771929824561,0.5333333333333333,0,tristan stubbs,PLAYING,8.0,BAT
DC,Ashutosh Sharma,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,14.0,11.0,256.0,145.0,66.0,32.0,176.56,3.0,15.0,20.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.2413793103448276,0.1812415043044857,0.0,0.0,0,ashutosh sharma,PLAYING,7.5,BAT
DC,Jake Fraser-McGurk,BAT,7,7.0,113.0,79.0,50.0,16.14,143.04,0.0,16.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,13.0,13.0,376.0,186.0,84.0,28.92,202.16,0.0,37.0,30.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.3602150537634409,0.1430550059358923,0.0,0.0,0,jake fraser-mcgurk,PLAYING,7.5,BAT
DC,Mukesh Kumar,BOWL,17,4.0,5.0,5.0,4.0,5.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,324.0,487.0,20.0,24.35,9.02,16.2,4/22,4/22,0.0,0.0,24.0,5.0,10.0,18.0,6.0,10.0,55.56,4.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,465.0,795.0,27.0,29.44,10.26,17.22,3/14,3/14,0.0,0.0,0.0,0.1799856011519078,2.631578947368421,1.56794425087108,0,mukesh kumar,PLAYING,7.0,BOWL
DC,Kuldeep Yadav,BOWL,40,7.0,46.0,59.0,23.0,11.5,77.97,3.0,2.0,0.0,0.0,0.0,0.0,40.0,39.0,860.0,971.0,69.0,14.07,6.77,12.46,5/17,5/17,2.0,0.0,88.0,34.0,188.0,221.0,35.0,14.46,85.07,21.0,17.0,3.0,0.0,0.0,0.0,88.0,86.0,1842.0,2477.0,95.0,26.07,8.07,19.39,4/14,4/14,0.0,0.0,0.090497737556561,0.1699776654519807,11.771995043370508,4.899432697266632,0,kuldeep yadav,PLAYING,8.5,BOWL
DC,Mohit Sharma,BOWL,8,2.0,3.0,7.0,3.0,0.0,42.86,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,138.0,185.0,6.0,30.83,8.04,23.0,2/28,2/28,0.0,0.0,116.0,32.0,125.0,135.0,21.0,7.35,92.6,15.0,8.0,4.0,0.0,0.0,0.0,116.0,115.0,2325.0,3360.0,134.0,25.07,8.67,17.35,5/10,5/10,1.0,0.0,0.0888888888888888,0.0793736501079913,15.455594002306803,7.723342939481268,0,mohit sharma,PLAYING,7.5,BOWL
DC,Lokesh Rahul,WK,72,68.0,2265.0,1628.0,110.0,37.75,139.13,8.0,191.0,99.0,22.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,135.0,126.0,4868.0,3588.0,132.0,46.36,135.68,21.0,415.0,197.0,39.0,4.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.1705685618729097,0.3416863207547169,0.0,0.0,0,lokesh rahul,PLAYING,9.0,WK
DC,Axar Patel,ALL,71,44.0,535.0,384.0,65.0,18.45,139.33,15.0,41.0,23.0,1.0,0.0,0.0,71.0,68.0,1291.0,1571.0,71.0,22.13,7.3,18.18,3/9,3/9,0.0,0.0,154.0,116.0,1711.0,1299.0,66.0,21.39,131.72,36.0,114.0,81.0,3.0,0.0,0.0,154.0,152.0,3171.0,3876.0,123.0,31.51,7.33,25.78,4/21,4/21,0.0,0.0,0.1501154734411085,0.1623899180078955,16.780354706684857,4.771140418929402,1,axar patel,PLAYING,8.5,ALL
DC,Faf du Plessis,BAT,50,50.0,1528.0,1137.0,119.0,35.53,134.39,7.0,140.0,50.0,10.0,1.0,0.0,50.0,2.0,8.0,3.0,0.0,0.0,2.25,0.0,0/0,0/0,0.0,0.0,148.0,141.0,4652.0,3404.0,96.0,35.78,136.67,11.0,427.0,171.0,38.0,0.0,0.0,148.0,1.0,6.0,16.0,0.0,0.0,16.0,0.0,0/16,0/16,0.0,0.0,0.1756756756756756,0.2617984927196898,0.0,0.0,0,faf du plessis,PLAYING,8.5,BAT
